Grade,Subject,Domain,Topic,code,altered_code,desc,NYcode,NYdesc,CAcode,CAdesc,IDcode,IDdesc,OHcode,OHdesc,NJcode,NJdesc,MAcode,MAdesc,MEcode,MEdesc,NHcode,NHdesc,VTcode,VTdesc,CTcode,CTdesc,RIcode,RIdesc,DEcode,DEdesc,MDcode,MDdesc,WIcode,WIdesc,ILcode,ILdesc,WAcode,WAdesc,WYcode,WYdesc,LAcode,LAdesc,NVcode,NVdesc,HIcode,HIdesc,MTcode,MTdesc,ORcode,ORdesc,COcode,COdesc,KYcode,KYdesc,ARcode,ARdesc,KScode,KSdesc,MIcode,MIdesc,SDcode,SDdesc,NDcode,NDdesc,NMcode,NMdesc,UTcode,UTdesc,AKcode,AKdesc
6,ELA,Language,Conventions of Standard English:,L.6.1.a,,"Ensure that pronouns are in the proper case (subjective, objective, possessive).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.1.b,,"Use intensive pronouns (e.g.,myself, ourselves).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.1.c,,Recognize and correct inappropriate shifts in pronoun number and person.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.1.d,,"Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.1.e,,"Recognize variations from standard English in their own and others' writing and speaking, and identify and use strategies to improve expression in conventional language.*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.2.a,,"Use punctuation (commas, parentheses, dashes) to set off nonrestrictive/parenthetical elements.*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Conventions of Standard English:,L.6.2.b,,Spell correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Knowledge of Language:,L.6.3.a,,"Vary sentence patterns for meaning, reader/listener interest, and style.*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Knowledge of Language:,L.6.3.b,,Maintain consistency in style and tone.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.4.a,,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.4.b,,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g.,audience, auditory, audible).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.4.c,,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.4.d,,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.5.a,,"Interpret figures of speech (e.g., personification) in context.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.5.b,,"Use the relationship between particular words (e.g., cause/effect, part/whole, item/category) to better understand each of the words.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ELA,Language,Vocabulary Acquisition and Use:,L.6.5.c,,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g.,stingy, scrimping, economical, unwasteful, thrifty).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Conventions of Standard English:,L.7.1.a,,Explain the function of phrases and clauses in general and their function in specific sentences.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Conventions of Standard English:,L.7.1.b,,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Conventions of Standard English:,L.7.1.c,,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Conventions of Standard English:,L.7.2.a,,"Use a comma to separate coordinate adjectives (e.g.,It was a fascinating, enjoyable moviebut notHe wore an old[,] green shirt).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Conventions of Standard English:,L.7.2.b,,Spell correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Knowledge of Language:,L.7.3.a,,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.4.a,,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.4.b,,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g.,belligerent, bellicose, rebel).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.4.c,,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.4.d,,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.5.a,,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.5.b,,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ELA,Language,Vocabulary Acquisition and Use:,L.7.5.c,,"Distinguish among the connotations (associations) of   words with similar denotations (definitions) (e.g.,refined, respectful, polite, diplomatic, condescending).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.1.a,,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.1.b,,Form and use verbs in the active and passive voice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.1.c,,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.1.d,,Recognize and correct inappropriate shifts in verb voice and mood.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.2.a,,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.2.b,,Use an ellipsis to indicate an omission.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Conventions of Standard English:,L.8.2.c,,Spell correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Knowledge of Language:,L.8.3.a,,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.4.a,,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.4.b,,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g.,precede, recede, secede).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.4.c,,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.4.d,,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.5.a,,"Interpret figures of speech (e.g. verbal irony, puns) in context.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.5.b,,Use the relationship between particular words to better understand each of the words.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ELA,Language,Vocabulary Acquisition and Use:,L.8.5.c,,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g.,bullheaded, willful, firm, persistent, resolute).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Conventions of Standard English:,L.9-10.1.a,,Use parallel structure.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Conventions of Standard English:,L.9-10.1.b,,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Conventions of Standard English:,L.9-10.2.a,,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Conventions of Standard English:,L.9-10.2.b,,Use a colon to introduce a list or quotation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Conventions of Standard English:,L.9-10.2.c,,Spell correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Knowledge of Language:,L.9-10.3.a,,"Write and edit work so that it conforms to the guidelines in a style manual (e.g.,MLA Handbook, Turabian'sManual for Writers) appropriate for the discipline and writing type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.4.a,,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.4.b,,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g.,analyze, analysis, analytical; advocate, advocacy).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.4.c,,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.4.d,,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.5.a,,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Language,Vocabulary Acquisition and Use:,L.9-10.5.b,,Analyze nuances in the meaning of words with similar denotations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Conventions of Standard English:,L.11-12.1.a,,"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Conventions of Standard English:,L.11-12.1.b,,"Resolve issues of complex or contested usage, consulting references (e.g.,Merriam-Webster's Dictionary of English Usage, Garner's Modern American Usage) as needed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Conventions of Standard English:,L.11-12.2.a,,Observe hyphenation conventions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Conventions of Standard English:,L.11-12.2.b,,Spell correctly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Knowledge of Language:,L.11-12.3.a,,"Vary syntax for effect, consulting references (e.g., Tufte'sArtful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.4.a,,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.4.b,,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g.,conceive, conception, conceivable).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.4.c,,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.4.d,,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.5.a,,"Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Language,Vocabulary Acquisition and Use:,L.11-12.5.b,,Analyze nuances in the meaning of words with similar denotations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.1.a,,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.1.b,,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.1.c,,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.1.d,,Establish and maintain a formal style.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.1.e,,Provide a concluding statement or section that follows from and supports the argument presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.a,,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.b,,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.c,,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.d,,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.e,,Establish and maintain a formal style and objective tone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-8,ELA,Writing,Text Types and Purposes:,WHST.6-8.2.f,,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.1.a,,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.1.b,,"Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience's knowledge level and concerns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.1.c,,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.1.d,,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.1.e,,Provide a concluding statement or section that follows from or supports the argument presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.a,,"Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.b,,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.c,,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.d,,Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.e,,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-10,ELA,Writing,Text Types and Purposes:,WHST.9-10.2.f,,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.1.a,,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences the claim(s), counterclaims, reasons, and evidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.1.b,,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form that anticipates the audience's knowledge level, concerns, values, and possible biases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.1.c,,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.1.d,,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.1.e,,Provide a concluding statement or section that follows from or supports the argument presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12,ELA,Writing,Text Types and Purposes:,WHST.11-12.2.a,,"Introduce a topic and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
